Listing of Port and Protocol, with known attacks. 13-May-03

A frequent visitor sent me the following table:
     Port  Protocol    Keyword                  D e s c r i p t i o n
  5979     tcp         ncd-conf-tcp             NCD configuration tcp port 
  5987     tcp         wbem-rmi                 WBEM RMI 
  5987     udp         wbem-rmi                 WBEM RMI 
  5988     tcp         wbem-http                WBEM HTTP 
  5988     udp         wbem-http                WBEM HTTP 
  5989     tcp         wbem-https               WBEM HTTPS 
  5989     udp         wbem-https               WBEM HTTPS 
  5997     tcp         ncd-pref                 NCD preferences telnet port 
  5998     tcp         ncd-diag                 NCD diagnostic telnet port 
  5999     tcp         cvsup                    CVSup 
  5999     tcp         ncd-conf                 NCD configuration telnet port 
  5999     udp         cvsup                    CVSup 
  6000     tcp         x11                      X Window System 
  6000     udp         x11                      X Window System 
  6000     tcp         TheThing                 [trojan] The Thing 
  6001     tcp         x11                      X Window System 
  6001     udp         x11                      X Window System 
  6002     tcp         x11                      X Window System 
  6002     udp         x11                      X Window System 
  6003     tcp         x11                      X Window System 
  6003     udp         x11                      X Window System 
  6004     tcp         x11                      X Window System 
  6004     udp         x11                      X Window System 
  6005     tcp         x11                      X Window System 
  6005     udp         x11                      X Window System 
  6006     tcp         x11                      X Window System 
  6006     udp         x11                      X Window System 
  6006     tcp         BadBlood                 [trojan] Bad Blood 
  6007     tcp         x11                      X Window System 
  6007     udp         x11                      X Window System 
  6008     tcp         x11                      X Window System 
  6008     udp         x11                      X Window System 
  6009     tcp         x11                      X Window System 
  6009     udp         x11                      X Window System 
  6010     tcp         x11                      X Window System 
  6010     udp         x11                      X Window System 
  6011     tcp         x11                      X Window System 
  6011     udp         x11                      X Window System 
  6012     tcp         x11                      X Window System 
  6012     udp         x11                      X Window System 
  6013     tcp         x11                      X Window System 
  6013     udp         x11                      X Window System 
  6014     tcp         x11                      X Window System 
  6014     udp         x11                      X Window System 
  6015     tcp         x11                      X Window System 
  6015     udp         x11                      X Window System 
  6015     tcp         sunONE-doc               Sun ONE Starter Kit documentation via ASTAWare SearchDisk 
  6016     tcp         x11                      X Window System 
  6016     udp         x11                      X Window System 
  6016     tcp         sunONE-doc               Sun ONE Starter Kit documentation via ASTAWare SearchDisk 
  6017     tcp         x11                      X Window System 
  6017     udp         x11                      X Window System 
  6017     tcp         sunONE-doc               Sun ONE Starter Kit documentation via ASTAWare SearchDisk 
  6018     tcp         x11                      X Window System 
  6018     udp         x11                      X Window System 
  6018     tcp         sunONE-doc               Sun ONE Starter Kit documentation via ASTAWare SearchDisk 
  6019     tcp         x11                      X Window System 
  6019     udp         x11                      X Window System 
  6020     tcp         x11                      X Window System 
  6020     udp         x11                      X Window System 
  6021     tcp         x11                      X Window System 
  6021     udp         x11                      X Window System 
  6022     tcp         x11                      X Window System 
  6022     udp         x11                      X Window System 
  6023     tcp         x11                      X Window System 
  6023     udp         x11                      X Window System 
  6024     tcp         x11                      X Window System 
  6024     udp         x11                      X Window System 
  6025     tcp         x11                      X Window System 
  6025     udp         x11                      X Window System 
  6026     tcp         x11                      X Window System 
  6026     udp         x11                      X Window System 
  6027     tcp         x11                      X Window System 
  6027     udp         x11                      X Window System 
  6028     tcp         x11                      X Window System 
  6028     udp         x11                      X Window System 
  6029     tcp         x11                      X Window System 
  6029     udp         x11                      X Window System 
  6030     tcp         x11                      X Window System 
  6030     udp         x11                      X Window System 
  6031     tcp         x11                      X Window System 
  6031     udp         x11                      X Window System 
  6032     tcp         x11                      X Window System 
  6032     udp         x11                      X Window System 
  6033     tcp         x11                      X Window System 
  6033     udp         x11                      X Window System 
  6034     tcp         x11                      X Window System 
  6034     udp         x11                      X Window System 
  6035     tcp         x11                      X Window System 
  6035     udp         x11                      X Window System 
  6036     tcp         x11                      X Window System 
  6036     udp         x11                      X Window System 
  6037     tcp         x11                      X Window System 
  6037     udp         x11                      X Window System 
  6038     tcp         x11                      X Window System 
  6038     udp         x11                      X Window System 
  6039     tcp         x11                      X Window System 
  6039     udp         x11                      X Window System 
  6040     tcp         x11                      X Window System 
  6040     udp         x11                      X Window System 
  6041     tcp         x11                      X Window System 
  6041     udp         x11                      X Window System 
  6042     tcp         x11                      X Window System 
  6042     udp         x11                      X Window System 
  6043     tcp         x11                      X Window System 
  6043     udp         x11                      X Window System 
  6044     tcp         x11                      X Window System 
  6044     udp         x11                      X Window System 
  6045     tcp         x11                      X Window System 
  6045     udp         x11                      X Window System 
  6046     tcp         x11                      X Window System 
  6046     udp         x11                      X Window System 
  6047     tcp         x11                      X Window System 
  6047     udp         x11                      X Window System 
  6048     tcp         x11                      X Window System 
  6048     udp         x11                      X Window System 
  6049     tcp         x11                      X Window System 
  6049     udp         x11                      X Window System 
  6050     tcp         x11                      X Window System 
  6050     udp         x11                      X Window System 
  6051     tcp         x11                      X Window System 
  6051     udp         x11                      X Window System 
  6052     tcp         x11                      X Window System 
  6052     udp         x11                      X Window System 
  6053     tcp         x11                      X Window System 
  6053     udp         x11                      X Window System 
  6054     tcp         x11                      X Window System 
  6054     udp         x11                      X Window System 
  6055     tcp         x11                      X Window System 
  6055     udp         x11                      X Window System 
  6056     tcp         x11                      X Window System 
  6056     udp         x11                      X Window System 
  6057     tcp         x11                      X Window System 
  6057     udp         x11                      X Window System 
  6058     tcp         x11                      X Window System 
  6058     udp         x11                      X Window System 
  6059     tcp         x11                      X Window System 
  6059     udp         x11                      X Window System 
  6060     tcp         x11                      X Window System 
  6060     udp         x11                      X Window System 
  6061     tcp         x11                      X Window System 
  6061     udp         x11                      X Window System 
  6062     tcp         x11                      X Window System 
  6062     udp         x11                      X Window System 
  6063     tcp         x11                      X Window System 
  6063     udp         x11                      X Window System 
  6064     tcp         ndl-ahp-svc              NDL-AHP-SVC 
  6064     udp         ndl-ahp-svc              NDL-AHP-SVC 
  6065     tcp         winpharaoh               WinPharaoh 
  6065     udp         winpharaoh               WinPharaoh 
  6066     tcp         ewctsp                   EWCTSP 
  6066     udp         ewctsp                   EWCTSP 
  6067     tcp         srb                      SRB 
  6067     udp         srb                      SRB 
  6068     tcp         gsmp                     GSMP 
  6068     udp         gsmp                     GSMP 
  6069     tcp         Trip                     TrIP 
  6069     udp         Trip                     TrIP 
  6070     tcp         messageasap              Messageasap 
  6070     udp         messageasap              Messageasap 
  6071     tcp         ssdtp                    SSDTP 
  6071     udp         ssdtp                    SSDTP 
  6072     tcp         diagnose-proc            DIAGNOSE-PROC 
  6072     udp         diagmose-proc            DIAGNOSE-PROC 
  6073     tcp         directplay8              DirectPlay8 
  6073     udp         directplay8              DirectPlay8 
  6100     tcp         synchronet-db            SynchroNet-db 
  6100     udp         synchronet-db            SynchroNet-db 
  6101     tcp         synchronet-rtc           SynchroNet-rtc 
  6101     udp         synchronet-rtc           SynchroNet-rtc 
  6101     tcp         backupexec               Veritas Backup Exec Advertiser 
  6102     tcp         synchronet-upd           SynchroNet-upd 
  6102     udp         synchronet-upd           SynchroNet-upd 
  6102     tcp         backupexec               Veritas Backup Exec Client 
  6103     tcp         rets                     RETS 
  6103     udp         rets                     RETS 
  6103     tcp         backupexec               Veritas Backup Exec Remote Agent 
  6104     tcp         dbdb                     DBDB 
  6104     udp         dbdb                     DBDB 
  6105     tcp         primaserver              Prima Server 
  6105     udp         primaserver              Prima Server 
  6106     tcp         mpsserver                MPS Server 
  6106     udp         mpsserver                MPS Server 
  6107     tcp         etc-control              ETC Control 
  6107     udp         etc-control              ETC Control 
  6108     tcp         sercomm-scadmin          Sercomm-SCAdmin 
  6108     udp         sercomm-scadmin          Sercomm-SCAdmin 
  6109     tcp         globecast-id             GLOBECAST-ID 
  6109     udp         globecast-id             GLOBECAST-ID 
  6110     tcp         softcm                   HP SoftBench CM 
  6110     udp         softcm                   HP SoftBench CM 
  6111     tcp         spc                      HP SoftBench Sub-Process Control 
  6111     udp         spc                      HP SoftBench Sub-Process Control 
  6112     tcp         dtspc                    CDE subprocess control 
  6112     tcp         fsgs                     FSGS (game) 
  6112     udp         dtspcd                   dtspcd 
  6112     udp         fsgs                     FSGS (game) 
  6123     tcp         backup-express           Backup Express 
  6123     udp         backup-express           Backup Express 
  6129     tcp         DameWare                 DameWare remote control agent 
  6141     tcp         meta-corp                Meta Corporation License Manager 
  6141     udp         meta-corp                Meta Corporation License Manager 
  6142     tcp         aspentec-lm              Aspen Technology License Manager 
  6142     udp         aspentec-lm              Aspen Technology License Manager 
  6143     tcp         watershed-lm             Watershed License Manager 
  6143     udp         watershed-lm             Watershed License Manager 
  6144     tcp         statsci1-lm              StatSci License Manager - 1 
  6144     udp         statsci1-lm              StatSci License Manager - 1 
  6145     tcp         statsci2-lm              StatSci License Manager - 2 
  6145     udp         statsci2-lm              StatSci License Manager - 2 
  6146     tcp         lonewolf-lm              Lone Wolf Systems License Manager 
  6146     udp         lonewolf-lm              Lone Wolf Systems License Manager 
  6147     tcp         montage-lm               Montage License Manager 
  6147     udp         montage-lm               Montage License Manager 
  6148     tcp         ricardo-lm               Ricardo North America License Manager 
  6148     udp         ricardo-lm               Ricardo North America License Manager 
  6149     tcp         tal-pod                  tal-pod 
  6149     udp         tal-pod                  tal-pod 
  6253     tcp         crip                     CRIP 
  6253     udp         crip                     CRIP 
  6257     udp         WinMX                    WinMX file sharing app 
  6272     tcp         SecretService            [trojan] Secret Service 
  6272     tcp         SecretService            [trojan] Secret Service 
  6300     tcp         bmc-grx                  BMC GRX 
  6300     udp         bmc-grx                  BMC GRX 
  6321     tcp         emp-server1              Empress Software Connectivity Server 1 
  6321     udp         emp-server1              Empress Software Connectivity Server 1 
  6322     tcp         emp-server2              Empress Software Connectivity Server 2 
  6322     udp         emp-server2              Empress Software Connectivity Server 2 
  6346     tcp         gnutella                 gnutella (bearshare, limewire, etc.) 
  6346     udp         gnutella                 gnutella (bearshare, limewire, etc.) 
  6347     tcp         gnutella                 gnutella (bearshare, limewire, etc.) 
  6347     udp         gnutella                 gnutella (bearshare, limewire, etc.) 
  6348     tcp         gnutella                 gnutella (bearshare, limewire, etc.) 
  6348     udp         gnutella                 gnutella (bearshare, limewire, etc.) 
  6389     tcp         clariion-evr01           clariion-evr01 
  6389     udp         clariion-evr01           clariion-evr01 
  6400     tcp         info-aps                  
  6400     tcp         TheThing                 [trojan] The Thing 
  6401     tcp         info-was                  
  6402     tcp         info-eventsvr             
  6403     tcp         info-cachesvr             
  6404     tcp         info-filesvr              
  6405     tcp         info-pagesvr              
  6406     tcp         info-processvr            
  6407     n/a         reserved1                 
  6408     n/a         reserved2                 
  6409     n/a         reserved3                 
  6410     n/a         reserved4                 
  6455     tcp         skip-cert-recv           SKIP Certificate Receive 
  6456     tcp         skip-cert-send           SKIP Certificate Send 
  6471     tcp         lvision-lm               LVision License Manager 
  6471     udp         lvision-lm               LVision License Manager 
  6499     tcp         is411                    IS411 
  6500     tcp         boks                     BoKS Master 
  6500     udp         boks                     BoKS Master 
  6500     tcp         game-query               GameSpy Arcade query port 
  6501     tcp         boks_servc               BoKS Servc 
  6501     udp         boks_servc               BoKS Servc 
  6502     tcp         boks_servm               BoKS Servm 
  6502     udp         boks_servm               BoKS Servm 
  6503     tcp         boks_clntd               BoKS Clntd 
  6503     udp         boks_clntd               BoKS Clntd 
  6505     tcp         badm_priv                BoKS Admin Private Port 
  6505     udp         badm_priv                BoKS Admin Private Port 
  6506     tcp         badm_pub                 BoKS Admin Public Port 
  6506     udp         badm_pub                 BoKS Admin Public Port 
  6507     tcp         bdir_priv                BoKS Dir Server  Private Port 
  6507     udp         bdir_priv                BoKS Dir Server  Private Port 
  6508     tcp         bdir_pub                 BoKS Dir Server  Public Port 
  6508     udp         bdir_pub                 BoKS Dir Server  Public Port 
  6515     tcp         McAfee-http              McAfee ASap Virusscan agent 
  6515     udp         game-play                GameSpy Arcade game data 
  6547     tcp         apc-tcp-udp-1            apc-tcp-udp-1 
  6547     udp         apc-tcp-udp-1            apc-tcp-udp-1 
  6548     tcp         apc-tcp-udp-2            apc-tcp-udp-2 
  6548     udp         apc-tcp-udp-2            apc-tcp-udp-2 
  6549     tcp         apc-tcp-udp-3            apc-tcp-udp-3 
  6549     udp         apc-tcp-udp-3            apc-tcp-udp-3 
  6550     tcp         fg-sysupdate             fg-sysupdate 
  6550     udp         fg-sysupdate             fg-sysupdate 
  6558     tcp         xdsxdm                    
  6558     udp         xdsxdm                    
  6580     tcp         parsec-master            Parsec Masterserver 
  6580     udp         parsec-master            Parsec Masterserver 
  6581     tcp         parsec-peer              Parsec Peer-to-Peer 
  6581     udp         parsec-peer              Parsec Peer-to-Peer 
  6582     tcp         parsec-game              Parsec Gameserver 
  6582     udp         parsec-game              Parsec Gameserver 
  6588     tcp         analogx-proxy            AnalogX Proxy Server 
  6661     tcp         TEMan                    [trojan] TEMan 
  6661     tcp         Weia-Meia                [trojan] Weia-Meia 
  6665     tcp         ircu                     IRCU 
  6666     tcp         DarkConnectionInside     [trojan] Dark Connection Inside 
  6666     tcp         DarkConnection           [trojan] Dark Connection 
  6666     tcp         irc-serv                 internet relay chat server 
  6666     tcp         ircu                     IRCU 
  6666     tcp         NetBusworm               [trojan] NetBus worm 
  6666     tcp         TCPShell.c               [trojan] TCPShell.c 
  6667     tcp         DarkFTP                  [trojan] Dark FTP 
  6667     tcp         EGO                      [trojan] EGO 
  6667     tcp         irc                      Internet Relay Chat 
  6667     tcp         ircu                     IRCU 
  6667     tcp         kaitex                   Kaitex Trojan 
  6667     tcp         Maniacrootkit            [trojan] Maniac rootkit 
  6667     tcp         Moses                    [trojan] Moses 
  6667     tcp         ScheduleAgent            [trojan] ScheduleAgent 
  6667     tcp         ScheduleAgent            [trojan] ScheduleAgent 
  6667     tcp         Subseven2.1.4DefCon8     [trojan] Subseven 2.1.4 DefCon 8 
  6667     tcp         SubSeven                 [trojan] SubSeven 
  6667     tcp         TheThing                 [trojan] The Thing (modified) 
  6667     tcp         Trinity                  [trojan] Trinity 
  6667     tcp         WinSatan                 [trojan] WinSatan 
  6668     tcp         irc                      Internet Relay Chat 
  6668     tcp         ircu                     IRCU 
  6669     tcp         HostControl              [trojan] Host Control 
  6669     tcp         HostControl              [trojan] Host Control 
  6669     tcp         ircu                     IRCU 
  6669     tcp         Vampire                  [trojan] Vampire 
  6670     tcp         BackWebServer            [trojan] BackWeb Server 
  6670     tcp         BackWebServer            [trojan] BackWeb Server 
  6670     tcp         DeepThroat               [trojan] Deep Throat 
  6670     tcp         DeepThroat               [trojan] DeepThroat 
  6670     tcp         Foreplay                 [trojan] Foreplay 
  6670     tcp         vocaltec-gold            Vocaltec Global Online Directory 
  6670     tcp         WinNukeeXtreame          [trojan] WinNuke eXtreame 
  6670     udp         vocaltec-gold            Vocaltec Global Online Directory 
  6671     tcp         DeepThroat               [trojan] DeepThroat v3.1 
  6672     tcp         vision_server            vision_server 
  6672     udp         vision_server            vision_server 
  6673     tcp         vision_elmd              vision_elmd 
  6673     udp         vision_elmd              vision_elmd 
  6699     tcp         napster                  Napster Music Sharing Client 
  6699     tcp         WinMX                    WinMX file sharing app 
  6701     tcp         kti-icad-srvr            KTI ICAD Nameserver 
  6701     udp         kti-icad-srvr            KTI ICAD Nameserver 
  6711     tcp         BackDoorG                [trojan] BackDoor-G 
  6711     tcp         BackDoor-G               [trojan] BackDoor-G 
  6711     tcp         SubSARI                  [trojan] SubSARI 
  6711     tcp         SubSeven                 [trojan] SubSeven 
  6711     tcp         VPKiller                 [trojan] VP Killer 
  6712     tcp         Funnytrojan              [trojan] Funny trojan 
  6712     tcp         Funnytrojan              [trojan] Funny trojan 
  6712     tcp         SubSeven                 [trojan] SubSeven 
  6713     tcp         SubSeven                 [trojan] SubSeven 
  6713     tcp         SubSeven                 [trojan] SubSeven 
  6714     tcp         ibprotocol               Internet Backplane Protocol 
  6714     udp         ibprotocol               Internet Backplane Protocol 
  6723     tcp         Mstream                  [trojan] Mstream 
  6723     tcp         Mstream                  [trojan] Mstream 
  6767     tcp         bmc-perf-agent           BMC PERFORM AGENT 
  6767     tcp         UandMe                   [trojan] UandMe 
  6767     udp         bmc-perf-agent           BMC PERFORM AGENT 
  6768     tcp         bmc-perf-mgrd            BMC PERFORM MGRD 
  6768     udp         bmc-perf-mgrd            BMC PERFORM MGRD 
  6771     tcp         DeepThroat               [trojan] Deep Throat 
  6771     tcp         Foreplay                 [trojan] Foreplay 
  6776     tcp         2000Cracks               [trojan] 2000 Cracks 
  6776     tcp         2000Cracks               [trojan] 2000 Cracks 
  6776     tcp         BackDoor-G               [trojan] BackDoor-G 
  6776     tcp         SubSeven                 [trojan] SubSeven 
  6776     tcp         VPKiller                 [trojan] VP Killer 
  6789     tcp         ibm-db2-admin            dB2 Web Control Center 
  6790     tcp         hnmp                     HNMP 
  6790     udp         hnmp                     HNMP 
  6831     tcp         ambit-lm                 ambit-lm 
  6831     udp         ambit-lm                 ambit-lm 
  6838     udp         Mstream                  [trojan] Mstream 
  6838     udp         Mstream                  [trojan] Mstream 
  6841     tcp         netmo-default            Netmo Default 
  6841     udp         netmo-default            Netmo Default 
  6842     tcp         netmo-http               Netmo HTTP 
  6842     udp         netmo-http               Netmo HTTP 
  6850     tcp         iccrushmore              ICCRUSHMORE 
  6850     udp         iccrushmore              ICCRUSHMORE 
  6883     tcp         DeltaSourceDarkStar      [trojan] Delta Source DarkStar (??) 
  6883     tcp         DeltaSourceDarkStar      [trojan] Delta Source DarkStar 
  6888     tcp         muse                     MUSE 
  6888     udp         muse                     MUSE 
  6912     tcp         ShitHeep                 [trojan] Shit Heep 
  6912     tcp         ShitHeep                 [trojan] Shit Heep 
  6939     tcp         Indoctrination           [trojan] Indoctrination 
  6939     tcp         Indoctrination           [trojan] Indoctrination 
  6961     tcp         jmact3                   JMACT3 
  6961     udp         jmact3                   JMACT3 
  6962     tcp         jmevt2                   jmevt2 
  6962     udp         jmevt2                   jmevt2 
  6963     tcp         swismgr1                 swismgr1 
  6963     udp         swismgr1                 swismgr1 
  6964     tcp         swismgr2                 swismgr2 
  6964     udp         swismgr2                 swismgr2 
  6965     tcp         swistrap                 swistrap 
  6965     udp         swistrap                 swistrap 
  6966     tcp         swispol                  swispol 
  6966     udp         swispol                  swispol 
  6969     tcp         2000Cracks               [trojan] 2000 Cracks 
  6969     tcp         acmsoda                   
  6969     tcp         Danton                   [trojan] Danton 
  6969     tcp         GateCrasher              [trojan] GateCrasher 
  6969     tcp         GateCrasher              [trojan] GateCrasher 
  6969     tcp         IRC3                     [trojan] IRC 3 
  6969     tcp         NetController            [trojan] Net Controller 
  6969     tcp         Priority                 [trojan] Priority 
  6969     udp         acmsoda                   
  6970     tcp         GateCrasher              [trojan] GateCrasher 
  6970     tcp         GateCrasher              [trojan] GateCrasher 
  6998     tcp         iatp-highpri             IATP-highPri 
  6998     udp         iatp-highpri             IATP-highPri 
  6999     tcp         iatp-normalpri           IATP-normalPri 
  6999     udp         iatp-normalpri           IATP-normalPri 
  7000     tcp         afs3-fileserver          file server itself 
  7000     udp         afs3-fileserver          file server itself 
  7000     tcp         irc2                     IRC2 
  7000     tcp         ExploitTranslation       [trojan] Exploit Translation Server 
  7000     tcp         Kazimas                  [trojan] Kazimas 
  7000     tcp         RemoteGrab               [trojan] Remote Grab 
  7000     tcp         SubSeven2.1Gold          [trojan] SubSeven 2.1 Gold 
  7000     tcp         SubSeven                 [trojan] SubSeven 
  7001     tcp         afs3-callback            callbacks to cache managers 
  7001     tcp         Freak2k                  [trojan] Freak2k 
  7001     tcp         Freak88                  [trojan] Freak88 
  7001     tcp         Freak88                  [trojan] Freak88 
  7001     tcp         NetSnooperGold           [trojan] NetSnooper Gold 
  7001     udp         afs3-callback            callbacks to cache managers 
  7002     tcp         afs3-prserver            users & groups database 
  7002     udp         afs3-prserver            users & groups database 
  7003     tcp         afs3-vlserver            volume location database 
  7003     udp         afs3-vlserver            volume location database 
  7004     tcp         afs3-kaserver            AFS Kerberos authentication service 
  7004     udp         afs3-kaserver            AFS Kerberos authentication service 
  7005     tcp         afs3-volser              volume managment server 
  7005     udp         afs3-volser              volume managment server 
  7006     tcp         afs3-errors              error interpretation service 
  7006     udp         afs3-errors              error interpretation service 
  7007     tcp         afs3-bos                 basic overseer process 
  7007     udp         afs3-bos                 basic overseer process 
  7008     tcp         afs3-update              server-to-server updater 
  7008     udp         afs3-update              server-to-server updater 
  7009     tcp         afs3-rmtsys              remote cache manager service 
  7009     udp         afs3-rmtsys              remote cache manager service 
  7010     tcp         ups-onlinet              onlinet uninterruptable power supplies 
  7010     udp         ups-onlinet              onlinet uninterruptable power supplies 
  7011     tcp         talon-disc               Talon Discovery Port 
  7011     udp         talon-disc               Talon Discovery Port 
  7012     tcp         talon-engine             Talon Engine 
  7012     udp         talon-engine             Talon Engine 
  7013     tcp         microtalon-dis           Microtalon Discovery 
  7013     udp         microtalon-dis           Microtalon Discovery 
  7014     tcp         microtalon-com           Microtalon Communications 
  7014     udp         microtalon-com           Microtalon Communications 
  7015     tcp         talon-webserver          Talon Webserver 
  7015     udp         talon-webserver          Talon Webserver 
  7020     tcp         dpserve                  DP Serve 
  7020     udp         dpserve                  DP Serve 
  7021     tcp         dpserveadmin             DP Serve Admin 
  7021     udp         dpserveadmin             DP Serve Admin 
  7070     tcp         arcp                     ARCP 
  7070     udp         arcp                     ARCP 
  7070     tcp         real                     Real Audio 
  7099     tcp         lazy-ptop                lazy-ptop 
  7099     udp         lazy-ptop                lazy-ptop 
  7100     tcp         font-service             X Font Service 
  7100     udp         font-service             X Font Service 
  7121     tcp         virprot-lm               Virtual Prototypes License Manager 
  7121     udp         virprot-lm               Virtual Prototypes License Manager 
  7158     tcp         Lohoboyshik              [trojan] Lohoboyshik 
  7174     tcp         clutild                  Clutild 
  7174     udp         clutild                  Clutild 
  7200     tcp         fodms                    FODMS FLIP 
  7200     udp         fodms                    FODMS FLIP 
  7201     tcp         dlip                      
  7201     udp         dlip                      
  7215     tcp         SubSeven2.1Gold          [trojan] SubSeven 2.1 Gold 
  7215     tcp         SubSeven                 [trojan] SubSeven 
  7215     tcp         SubSeven                 [trojan] SubSeven 
  7280     tcp         itactionserver1          ITACTIONSERVER 1 
  7280     udp         itactionserver1          ITACTIONSERVER 1 
  7281     tcp         itactionserver2          ITACTIONSERVER 2 
  7281     udp         itactionserver2          ITACTIONSERVER 2 
  7300     tcp         NetMonitor               [trojan] NetMonitor 
  7300     tcp         NetMonitor               [trojan] NetMonitor 
  7300     tcp         ODD                      ODD Packet - Remote Grab 
  7300     tcp         swx                      Swiss Exchange 
  7301     tcp         NetMonitor               [trojan] NetMonitor 
  7301     tcp         NetMonitor               [trojan] NetMonitor 
  7301     tcp         swx                      Swiss Exchange 
  7302     tcp         swx                      Swiss Exchange 
  7303     tcp         swx                      Swiss Exchange 
  7304     tcp         swx                      Swiss Exchange 
  7305     tcp         swx                      Swiss Exchange 
  7306     tcp         NetMonitor               [trojan] NetMonitor 
  7306     tcp         NetMonitor               [trojan] NetMonitor 
  7306     tcp         swx                      Swiss Exchange 
  7307     tcp         NetMonitor               [trojan] NetMonitor 
  7307     tcp         NetMonitor               [trojan] NetMonitor 
  7307     tcp         RemoteProcessMonitor     [trojan] Remote Process Monitor 
  7307     tcp         swx                      Swiss Exchange 
  7308     tcp         NetMonitor               [trojan] NetMonitor 
  7308     tcp         NetMonitor               [trojan] NetMonitor 
  7308     tcp         swx                      Swiss Exchange 
  7308     tcp         XSpy                     [trojan] X Spy 
  7309     tcp         swx                      Swiss Exchange 
  7310     tcp         swx                      Swiss Exchange 
  7311     tcp         swx                      Swiss Exchange 
  7312     tcp         swx                      Swiss Exchange 
  7313     tcp         swx                      Swiss Exchange 
  7314     tcp         swx                      Swiss Exchange 
  7315     tcp         swx                      Swiss Exchange 
  7316     tcp         swx                      Swiss Exchange 
  7317     tcp         swx                      Swiss Exchange 
  7318     tcp         swx                      Swiss Exchange 
  7319     tcp         swx                      Swiss Exchange 
  7320     tcp         swx                      Swiss Exchange 
  7321     tcp         swx                      Swiss Exchange 
  7322     tcp         swx                      Swiss Exchange 
  7323     tcp         swx                      Swiss Exchange 
  7323     tcp         sygate                   Sygate Management Console 
  7324     tcp         swx                      Swiss Exchange 
  7325     tcp         swx                      Swiss Exchange 
  7326     tcp         icb                      Internet Citizen's Band 
  7326     tcp         swx                      Swiss Exchange 
  7327     tcp         swx                      Swiss Exchange 
  7328     tcp         swx                      Swiss Exchange 
  7329     tcp         swx                      Swiss Exchange 
  7330     tcp         swx                      Swiss Exchange 
  7331     tcp         swx                      Swiss Exchange 
  7332     tcp         swx                      Swiss Exchange 
  7333     tcp         swx                      Swiss Exchange 
  7334     tcp         swx                      Swiss Exchange 
  7335     tcp         swx                      Swiss Exchange 
  7336     tcp         swx                      Swiss Exchange 
  7337     tcp         swx                      Swiss Exchange 
  7338     tcp         swx                      Swiss Exchange 
  7339     tcp         swx                      Swiss Exchange 
  7340     tcp         swx                      Swiss Exchange 
  7341     tcp         swx                      Swiss Exchange 
  7342     tcp         swx                      Swiss Exchange 
  7343     tcp         swx                      Swiss Exchange 
  7344     tcp         swx                      Swiss Exchange 
  7345     tcp         swx                      Swiss Exchange 
  7346     tcp         swx                      Swiss Exchange 
  7347     tcp         swx                      Swiss Exchange 
  7348     tcp         swx                      Swiss Exchange 
  7349     tcp         swx                      Swiss Exchange 
  7350     tcp         swx                      Swiss Exchange 
  7351     tcp         swx                      Swiss Exchange 
  7352     tcp         swx                      Swiss Exchange 
  7353     tcp         swx                      Swiss Exchange 
  7354     tcp         swx                      Swiss Exchange 
  7355     tcp         swx                      Swiss Exchange 
  7356     tcp         swx                      Swiss Exchange 
  7357     tcp         swx                      Swiss Exchange 
  7358     tcp         swx                      Swiss Exchange 
  7359     tcp         swx                      Swiss Exchange 
  7360     tcp         swx                      Swiss Exchange 
  7361     tcp         swx                      Swiss Exchange 
  7362     tcp         swx                      Swiss Exchange 
  7363     tcp         swx                      Swiss Exchange 
  7364     tcp         swx                      Swiss Exchange 
  7365     tcp         swx                      Swiss Exchange 
  7366     tcp         swx                      Swiss Exchange 
  7367     tcp         swx                      Swiss Exchange 
  7368     tcp         swx                      Swiss Exchange 
  7369     tcp         swx                      Swiss Exchange 
  7370     tcp         swx                      Swiss Exchange 
  7371     tcp         swx                      Swiss Exchange 
  7372     tcp         swx                      Swiss Exchange 
  7373     tcp         swx                      Swiss Exchange 
  7374     tcp         swx                      Swiss Exchange 
  7375     tcp         swx                      Swiss Exchange 
  7376     tcp         swx                      Swiss Exchange 
  7377     tcp         swx                      Swiss Exchange 
  7378     tcp         swx                      Swiss Exchange 
  7379     tcp         swx                      Swiss Exchange 
  7380     tcp         swx                      Swiss Exchange 
  7381     tcp         swx                      Swiss Exchange 
  7382     tcp         swx                      Swiss Exchange 
  7383     tcp         swx                      Swiss Exchange 
  7384     tcp         swx                      Swiss Exchange 
  7385     tcp         swx                      Swiss Exchange 
  7386     tcp         swx                      Swiss Exchange 
  7387     tcp         swx                      Swiss Exchange 
  7388     tcp         swx                      Swiss Exchange 
  7389     tcp         swx                      Swiss Exchange 
  7390     tcp         swx                      Swiss Exchange 
  7391     tcp         mindfilesys              mind-file system server 
  7391     udp         mindfilesys              mind-file system server 
  7392     tcp         mrssrendezvous           mrss-rendezvous server 
  7392     udp         mrssrendezvous           mrss-rendezvous server 
  7395     tcp         winqedit                 winqedit 
  7395     udp         winqedit                 winqedit 
  7424     tcp         HostControl              [trojan] Host Control 
  7424     tcp         HostControl              [trojan] Host Control 
  7424     udp         HostControl              [trojan] Host Control 
  7426     tcp         pmdmgr                   OpenView DM Postmaster Manager 
  7426     udp         pmdmgr                   OpenView DM Postmaster Manager 
  7427     tcp         oveadmgr                 OpenView DM Event Agent Manager 
  7427     udp         oveadmgr                 OpenView DM Event Agent Manager 
